user_id,cond,Create New Field or Choose From Dropdown...,UES,Realism,Trust,Persuasion
671d553e0d035028da7d29a1,text,,4.444444444444445,6.0,4.181818181818182,6.0
671eefb130967a416003ffea,voice,,3.6666666666666665,5.75,3.6363636363636362,5.0
6722b6b9cb69415ce7f4c688,voice,,4.555555555555555,6.25,4.545454545454546,6.333333333333333
67296c945c2b23b3b4f9d079,text,,4.555555555555555,6.25,3.727272727272727,3.6666666666666665
67299a3cb9242638dd2556db,control,,3.0,4.0,3.090909090909091,3.3333333333333335
67388861a4434c34f877785d,control,,4.111111111111111,4.75,3.909090909090909,2.6666666666666665
673c90022c553e1b8f60a3af,control,,3.6666666666666665,4.5,3.5454545454545454,5.0
6742864af334030ad769a482,voice,,4.666666666666667,7.0,4.090909090909091,5.0
6745731e75a88802a56be3ef,voice,,3.6666666666666665,6.25,1.9090909090909092,7.0
67588a443ddaa03e391bcbe8,control,,4.222222222222222,5.25,4.090909090909091,5.0
6759153b3eedcded280918ce,voice,,2.3333333333333335,3.75,2.3636363636363638,4.333333333333333
6759fa50a9bb240e423de357,voice,,3.7777777777777777,4.5,3.727272727272727,5.0
677991de3695b0255b8c8bd2,avatar,,4.0,5.25,3.272727272727273,5.0
6785704c3b1ab8813a4958b0,avatar,,4.333333333333333,6.0,4.363636363636363,5.333333333333333
67884b1aa6c55d9dd2388778,avatar,,4.333333333333333,5.75,4.363636363636363,5.0
678f46cd0f21903076471f34,control,,3.6666666666666665,4.25,2.909090909090909,3.3333333333333335
6797d5ada6654ec99f741b08,voice,,5.0,6.0,4.181818181818182,4.0
67a8bfb2f846cd3ea9bcd898,text,,3.4444444444444446,5.5,2.8181818181818183,6.0
