Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
68e44fe6f311a24cbc215561,5d6f332829c25100188a4a27,RETURNED,Not Applicable,2025-10-06T23:25:26.994000Z,,,2025-10-09T14:47:29.874792Z,,,3216,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68e450c4c5213f6cce7c132c,6722b6b9cb69415ce7f4c688,APPROVED,Not Applicable,2025-10-06T23:29:08.348000Z,2025-10-07T00:10:51.999000Z,2025-10-28T00:04:37.341000Z,2025-10-07T00:14:58.016466Z,2504.0,CUKPH3D8,1946,42,Male,White,Spain,United States,United States,Spanish,No,Full-Time
68e455756eefa022f8179916,66199822c723a66ae0d5fc24,RETURNED,Not Applicable,2025-10-06T23:49:30.938000Z,,,2025-10-09T14:47:29.872296Z,,,1771,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68e4558522a1930dbc758da3,5c7cf8b58ca9000001b52f6e,RETURNED,Not Applicable,2025-10-06T23:57:37.796000Z,,,2025-10-09T14:47:29.873588Z,,,9344,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68e455e0105504eb34631761,6797d5ada6654ec99f741b08,APPROVED,Not Applicable,2025-10-06T23:51:02.062000Z,2025-10-07T00:19:12.840000Z,2025-10-28T00:04:37.723000Z,2025-10-07T00:19:13.274141Z,1691.0,CUKPH3D8,2273,23,Female,Black,Kenya,United States,United States,Somali,DATA_EXPIRED,DATA_EXPIRED
68e455ec722ddef339c69053,669aab18b7f156b93c657214,RETURNED,Not Applicable,,,,2025-10-09T14:47:29.874462Z,,,2284,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68e4562252766ea61fa66bf4,633d785ff76adb41addde965,RETURNED,Not Applicable,2025-10-07T00:04:41.185000Z,,,2025-10-09T14:47:29.879664Z,,,6637,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68e4565f747e642faf52a4d6,63e55bb2f8e6aec6a4031bd8,APPROVED,Not Applicable,2025-10-06T23:53:03.887000Z,2025-10-07T00:27:21.899000Z,2025-10-28T00:04:38.124000Z,2025-10-07T00:27:22.287023Z,2059.0,NOCODE,4825,42,Male,White,United States,United States,United States,English,No,Full-Time
68e4570fe6912f5757358eeb,6759fa50a9bb240e423de357,APPROVED,Not Applicable,2025-10-06T23:56:04.224000Z,2025-10-07T00:19:01.021000Z,2025-10-28T00:04:38.504000Z,2025-10-07T00:19:01.519253Z,1377.0,CUKPH3D8,2200,44,Male,Asian,Malaysia,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
68e4576bf7fa8559cc733688,66553eb5f10b5700001d20de,APPROVED,Not Applicable,2025-10-06T23:57:41.854000Z,2025-10-07T00:27:00.003000Z,2025-10-28T00:04:38.930000Z,2025-10-07T00:27:00.421115Z,1759.0,CUKPH3D8,4787,27,Male,White,South Africa,United States,United States,English,No,Full-Time
68e4583e77207972c2207c02,60fd6e6d7b35102b8ca961a5,APPROVED,Not Applicable,2025-10-07T00:01:06.925000Z,2025-10-07T00:26:21.585000Z,2025-10-28T00:04:39.507000Z,2025-10-07T00:26:21.959370Z,1515.0,CUKPH3D8,1236,22,Female,White,United States,United States,United States,English,Yes,Unemployed (and job seeking)
68e45c9ba7161f15ce44cad8,668bf688d58206e61f399a88,APPROVED,Not Applicable,2025-10-07T00:19:49.958000Z,2025-10-07T00:51:54.676000Z,2025-10-28T00:04:40.047000Z,2025-10-07T00:51:55.056513Z,1925.0,CUKPH3D8,4459,43,Male,Black,United States,United States,United States,English,No,Full-Time
68e45cf4628e86ed0c652a67,5fba9fdd33207faa35f61df3,APPROVED,Not Applicable,2025-10-07T00:21:08.178000Z,2025-10-07T01:06:21.210000Z,2025-10-28T00:04:40.690000Z,2025-10-07T01:06:27.742199Z,2714.0,CUKPH3D8,7054,45,Male,Mixed,United States,United States,United States,English,No,DATA_EXPIRED
68e45e036fd8b18c9217a0fc,6730214557beb89aa16e74c2,RETURNED,Not Applicable,2025-10-07T00:25:50.585000Z,,,2025-10-09T14:47:29.882177Z,,,2578,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68e45e11983a821bb3e8f24a,6104d73b7cdac0a47a905f0d,APPROVED,Not Applicable,2025-10-07T00:25:58.892000Z,2025-10-07T00:46:10.043000Z,2025-10-28T00:04:41.096000Z,2025-10-07T00:46:10.456252Z,1212.0,CUKPH3D8,1981,25,Female,Other,United States,United States,United States,Spanish,DATA_EXPIRED,DATA_EXPIRED
68e45efb1e37052db76bca25,6296ecaf7ea72c4951583ffd,APPROVED,Not Applicable,2025-10-07T00:31:22.676000Z,2025-10-07T00:58:09.282000Z,2025-10-28T00:04:41.545000Z,2025-10-07T00:58:14.451137Z,1607.0,CUKPH3D8,1481,41,Male,White,United States,United States,United States,English,No,Full-Time
68e460e8d8e15a5a9adccefa,5c1c2c51e2d9150001b5737e,RETURNED,Not Applicable,2025-10-07T00:38:08.345000Z,,,2025-10-09T14:47:29.907952Z,,,8946,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68e4615c4753d5515e3bae42,66463e4efb99fba5a67a010a,APPROVED,Not Applicable,2025-10-07T00:40:00.280000Z,2025-10-07T00:54:58.229000Z,2025-10-28T00:04:43.290000Z,2025-10-07T00:54:58.638175Z,898.0,CUKPH3D8,3325,31,Male,Black,United States,United States,United States,English,No,Full-Time
68e461f655f8cd2ab5e2703c,66709a4a49e9bb2c80c53c27,APPROVED,Not Applicable,2025-10-07T00:42:40.792000Z,2025-10-07T17:42:46.548000Z,2025-10-07T17:42:46.959000Z,2025-10-07T17:42:47.115334Z,61206.0,Manual Completion,1342,23,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
68e463b478521356cf8354b5,60c8467d9872c0d83f695499,APPROVED,Not Applicable,2025-10-07T00:49:56.058000Z,2025-10-07T01:34:18.068000Z,2025-10-28T00:04:44.591000Z,2025-10-07T01:34:18.488639Z,2663.0,CUKPH3D8,5561,31,Female,White,United States,United States,United States,English,No,Full-Time
68e464c36c002bbc3e1d8a09,5f3ebd568c429614c0f595e8,APPROVED,Not Applicable,2025-10-07T00:54:45.328000Z,2025-10-07T02:04:49.942000Z,2025-10-28T00:04:45.960000Z,2025-10-07T02:04:50.481051Z,4205.0,CUKPH3D8,8719,44,Male,White,United States,United States,United States,English,No,Full-Time
68e46774cf58102213dcaf1e,611e6704567a73202f78bef7,RETURNED,Not Applicable,2025-10-07T01:05:59.198000Z,,,2025-10-09T14:47:29.895690Z,,,7064,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68e4687828129b053e4d9f0e,66e7a809808daaac1a79dd40,RETURNED,Not Applicable,2025-10-07T01:10:22.278000Z,,,2025-10-09T14:47:29.899030Z,,,1569,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68e46ac70911f4c75d62629a,663817b7de64fca4fb45a414,APPROVED,Not Applicable,2025-10-07T01:20:12.592000Z,2025-10-07T01:47:27.156000Z,2025-10-28T00:04:47.756000Z,2025-10-07T01:47:27.612016Z,1635.0,CUKPH3D8,1031,44,Male,White,United States,United States,United States,English,No,Full-Time
68e46bbe8331abcd36531129,5b8d575aafe6be000115695b,RETURNED,Not Applicable,2025-10-07T01:24:20.831000Z,,,2025-10-09T14:47:29.891603Z,,,2848,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68e46eec2713c1a52d04d92f,663a8b9eb077de60d6884574,APPROVED,Not Applicable,2025-10-07T01:37:51.417000Z,2025-10-07T02:37:39.014000Z,2025-10-28T00:04:48.288000Z,2025-10-07T02:37:39.414267Z,3588.0,CUKPH3D8,533,42,Male,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
68e46fa2b28fca80a3022ab7,58adfc6e7cf56d0001f931a2,APPROVED,Not Applicable,2025-10-07T01:40:52.865000Z,2025-10-07T03:00:16.043000Z,2025-10-28T00:04:49.214000Z,2025-10-07T03:00:22.866135Z,4764.0,CUKPH3D8,8817,28,Male,Black,United States,United States,United States,English,Yes,Unemployed (and job seeking)
68e46fc5cb0cf52fa6a5f558,66a02d45a7db35d93c9f6a81,RETURNED,Not Applicable,,,,2025-10-09T14:47:29.885041Z,,,4344,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68e46ffcca51f745ea27d46a,611edc7240c940f33a5dd554,APPROVED,Not Applicable,2025-10-07T01:42:28.207000Z,2025-10-07T02:15:24.374000Z,2025-10-28T00:04:49.738000Z,2025-10-07T02:15:24.754525Z,1977.0,CUKPH3D8,2231,29,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
68e4701a81fa9a9995744a58,669284eabea5b8c9655927da,APPROVED,Not Applicable,2025-10-07T01:51:53.637000Z,2025-10-07T02:47:54.004000Z,2025-10-28T00:04:50.387000Z,2025-10-07T02:47:57.201972Z,3361.0,CUKPH3D8,1040,27,Male,Mixed,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
68e4705e1517b644ef2eef7a,6410e763dc2f2726ac16ee05,APPROVED,Not Applicable,2025-10-07T01:46:18.222000Z,2025-10-07T02:59:24.422000Z,2025-10-28T00:04:50.880000Z,2025-10-07T02:59:25.286249Z,4387.0,CUKPH3D8,4204,45,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
68e4790907b1efc79a45ec1d,640415971520c41606ca4389,APPROVED,Not Applicable,2025-10-07T02:21:10.635000Z,2025-10-07T02:49:16.150000Z,2025-10-28T00:04:51.280000Z,2025-10-07T02:49:16.566016Z,1686.0,CUKPH3D8,3756,41,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
